1.2	858.4200000000001
1.32	946.2
1.49	1063.6200000000001
1.65	1174.2
1.84	1265.3999999999999
2.05	1390.8
2.28	1413.6000000000001
2.54	1390.8
2.83	1333.8
3.16	1231.2
3.49	1027.1399999999999
3.41	1031.7
3.88	1112.6399999999999
4.4	1197.0
5.0	1231.2
5.7	1219.8
6.45	1242.6000000000001
7.35	1276.8
8.35	1208.3999999999999
9.5	1162.8
10.8	1110.3600000000001
12.29	1085.28
12.31	1231.2
12.94	1242.6000000000001
13.6	1219.8
14.35	1174.2
15.1	1134.3
15.9	1090.98
16.7	1090.98
17.6	1112.6399999999999
18.5	1103.52
19.5	998.64
20.5	848.1600000000001
20.5	889.1999999999999
21.6	770.64
22.7	714.78
23.9	793.4399999999999
25.1	866.4
26.4	933.66
27.8	970.14
29.2	965.58
30.7	946.2
32.4	910.86
34.0	860.6999999999999
