1.2	1853.2166666666667
1.32	2042.7222222222224
1.49	2296.2166666666667
1.65	2534.944444444445
1.84	2731.8333333333335
2.05	3002.555555555555
2.28	3051.777777777778
2.54	3002.555555555555
2.83	2879.5
3.16	2658.0
3.49	2217.461111111111
3.41	2227.3055555555557
3.88	2402.0444444444443
4.4	2584.1666666666665
5.0	2658.0
5.7	2633.3888888888887
6.45	2682.6111111111113
7.35	2756.4444444444443
8.35	2608.777777777778
9.5	2510.333333333333
10.8	2397.1222222222223
12.29	2342.9777777777776
12.31	2658.0
12.94	2682.6111111111113
13.6	2633.3888888888887
14.35	2534.944444444445
15.1	2448.805555555555
15.9	2355.2833333333333
16.7	2355.2833333333333
17.6	2402.0444444444443
18.5	2382.3555555555554
19.5	2155.9333333333334
20.5	1831.0666666666668
20.5	1919.6666666666667
21.6	1663.711111111111
22.7	1543.1166666666666
23.9	1712.9333333333334
25.1	1870.4444444444443
26.4	2015.6499999999999
27.8	2094.4055555555556
29.2	2084.561111111111
30.7	2042.7222222222224
32.4	1966.427777777778
34.0	1858.138888888889
